21,2,0
15,3,8
16,3,8
17,3,8
18,3,8
19,3,0
20,3,0
21,3,0
15,4,81
16,4,81
17,4,81
18,4,81
19,4,0
20,4,0
21,4,0
15,5,1
16,5,3
17,5,9
18,5,0
19,5,0
20,5,4
21,5,5
15,6,4
16,6,0
17,6,2
18,6,3
19,6,6
20,6,0
21,6,0
15,7,0
16,7,0
17,7,9
18,7,2
19,7,4
20,7,6
21,7,4
15,8,5
16,8,4
17,8,9
18,8,0
19,8,0
20,8,4
21,8,6
15,9,7
16,9,7
17,9,7
18,9,7
19,9,9
20,9,0
21,9,0
15,10,7
16,10,7
17,10,7
18,10,7
19,10,7
20,10,7
21,10,7
15,11,8
16,11,8
17,11,8
18,11,0
19,11,0
20,11,0
21,11,0
15,12,0
16,12,0
17,12,1
18,12,0
19,12,1
20,12,2
21,12,3
15,13,0
16,13,0
17,13,1
18,13,0
19,13,3
20,13,1
21,13,2
15,14,1
16,14,1
17,14,0
18,14,1
19,14,9
20,14,9
21,14,9
15,15,0
16,15,0
17,15,9
18,15,5
19,15,7
20,15,7
21,15,7
15,16,3
16,16,2
17,16,6
18,16,3
19,16,4
20,16,0
21,16,0
15,17,2
16,17,4
17,17,0
18,17,2
19,17,0
20,17,0
21,17,0
15,18,0
16,18,6
17,18,5
18,18,4
19,18,5
20,18,6
21,18,2
15,19,0
16,19,5
17,19,0
18,19,0
19,19,0
20,19,3
21,19,1
15,20,0
16,20,1
17,20,0
18,20,1
19,20,0
20,20,0
21,20,0
15,21,0
16,21,0
17,21,10
18,21,7
19,21,0
20,21,0
21,21,0
15,22,0
16,22,0
17,22,0
18,22,0
19,22,1
20,22,5
21,22,0
15,23,0
16,23,0
17,23,0
18,23,0
19,23,7
20,23,7
21,23,7
15,24,33
16,24,33
17,24,33
18,24,33
19,24,33
20,24,33
21,24,33
